7z,1
cs,1
css,4
csv,1
cur,1
dat,1
db,1
dll,1
dmp,1
doc,25
docx,30
drv,1
dtd,1
eps,1
exe,1
flv,1
fon,1
gif,1
gz,1
h,1
hpp,1
htm,8
m3u,1
m4v,1
md5,1
mid,1
mov,1
mp3,1
mp4,9
mpg,1
msg,1
msi,1
pdb,1
pdf,25
php,1
pl,1
png,1
pps,1
ppt,15
pptx,21
ps,1
psd,1
py,1
ttf,1
txt,1
vob,0.1
wav,1
wma,1
wmv,1
wsf,1
xls,2
xlsx,27
xml,12
zip,8
dwg,18
dxf,1
3dm,1
3ds,20
max,1
dds,1
mdx,12
